"","id_verg","journaallijn_id","text"
"11",1459198,1461297,"dank u. u pakt duidelijk de zaken op. het is geen gemakkelijk dossier, maar het zou goed zijn mochten we er snel duidelijkheid over krijgen, zodat er blijvend kan worden ge&#239;nvesteerd.misschien kan de walstroom worden meegenomen in het flankerend of milderend beleid. dat lijkt me een heel goede maatregel. ik heb daarnet ook al gezegd waarom: dat maakt echt een fundamenteel verschil bij zon investering.ik ben ook tevreden  ik heb het ook gelezen in de pers  dat u zegt dat er rekening zal worden gehouden met sectoren die veel toegevoegde waarde opleveren. bij de haven van antwerpen op zich zijn dat 145.000 directe en indirecte vlaamse jobs. de chemie geeft europees 1,2 miljoen jobs. dat is het belangrijkste vlaamse exportproduct. dat zijn toch zaken die u meeneemt in de afweging, en daar ben ik uiteraard zeer tevreden over."
"12",523438,523969,"hoeft niet, maar kan wel."
"13",492832,493140,"de federale verpakkingstaks slaat nu op plastic zakjes, wegwerpeetgerei enzovoort, wat weinig met verpakkingen te maken heeft. dat is natuurlijk een gedragsturende taks. ze was initieel bedoeld om co<sub>2</sub> uit de lucht te halen, maar we weten allemaal dat die taks dat resultaat niet meer zal opleveren. het is een overlasttaks geworden om zwerfvuilgevoelige producten uit het straatbeeld te weren. in die zin heeft dat weinig te maken met wat we hier bespreken.   hier is sprake van een financierende taks, van een financi&#235;le verantwoordelijkheid in hoofde van de verpakkingsproducenten om ook in te staan voor de kosten die lokale besturen maken voor het inzamelen en verwerken van verpakkingsafval.   bij de bespreking van het voorstel van resolutie destijds in de plenaire vergadering, heeft ook mevrouw crevits gezegd dat het wel degelijk de bedoeling is om &quot;de verpakkingsverantwoordelijken maximaal voor hun financi&#235;le verantwoordelijkheid te plaatsen&quot;. het gaat om meer dan de 5 miljoen euro die vandaag door fost plus wordt ge&#239;nvesteerd in de sensibiliseringscampagne. het gaat om de volledige kost die momenteel door de lokale besturen wordt betaald voor de inzameling en de verwerking van verpakkingsafval.   mijnheer de minister, ik hoop dat we volgende week, op 23 mei, witte rook uit de schouw zullen zien komen en dat er effectief gevolg wordt gegeven aan het regeerakkoord en aan de resolutie van dit parlement. (applaus bij sp.a)<"
"14",1266603,1268051,"naar aanleiding van de droogte vorig jaar, heb ik een aantal keer aangedrongen op het aanstellen van een droogteco&#246;rdinator. ik ben blij dat hij er is. de co&#246;rdinatiecommissie integraal waterbeleid (ciw) neemt die rol waar en naar mijn aanvoelen doet ze dat op een heel serieuze manier.maar ik heb toch sterk het gevoel dat we vandaag vooral ingaan op kortetermijnmaatregelen die genomen moeten worden rond water. natuurlijk, als het probleem daar is en dringend wordt, dan is dat ook nodig. wat mij vooral interesseert, is onze langetermijnvisie op de waterbeschikbaarheid en het droogterisicobeheer, zoals dat zo mooi heet. hoe ver staat het met de bijhorende maatregelen om vlaanderen in de toekomst minder kwetsbaar te maken voor de gevolgen van droogte?"
"15",1233893,1235521,"pleiten voor een vliegwet is eerbaar, collegas. maar in brussel hebben ze alle deuren op slot gedraaid en is er geen marge om een billijke vliegwet, die de lusten en de lasten verdeelt over brussel en vlaanderen, te maken. en ik snap de heer bellot. maar, collegas, wat mij het meeste stoort, is het volgende. in vlaanderen zijn we het er kamerbreed over eens dat die lusten en die lasten moeten worden verdeeld, maar in brussel merk ik dan het totaal tegenovergestelde. daar is het tegen dat wat de vlamingen willen, een billijke verdeling van de lusten en lasten van de vlieghaven. ik stel met u vast, collegas, dat er in brussel geluidsnormen zijn, maar dat er in vlaanderen hypocrisienormen zijn die serieus in het rood gaan. ik zou dus zeggen: stop de hypocrisie en help mee om vanuit brussel en vanuit vlaanderen dit dossier te deblokkeren. <span style=""font-style:italic;"">(applaus bij de n-va)"
"16",1274143,1275334,"minister, er zijn hier en daar inderdaad zeer goede plannen, denk maar aan het circulatieplan van gent, alleen zou ik niet zeggen dat dat er kwam met steun van de vlaamse regering. ik weet niet of u hier was toen minister weyts het hier vorige week heeft gehad over het circulatieplan en het nodig vond om hier op een schandalige, platte en onnozele manier een tussenkomst te houden over het circulatieplan dat het compleet belachelijk maakte.u kunt dat filmpje nog altijd herbekijken op twitter. het was werkelijk ongehoord en ik hoop dat dit inderdaad niet uw visie is, niet de visie van de vlaamse regering, want ik denk dat het verschil tussen antwerpen en gent wel duidelijk is wanneer het gaat over de luchtkwaliteit. in plaats van circulatieplannen belachelijk te maken die ervoor zorgen dat de luchtkwaliteit enorm verbetert, vraag ik u ervoor te zorgen dat de vlaamse regering die circulatieplannen ondersteunt en dat die plannen overal en voor elke centrumstad worden opgemaakt.minister, er moeten lage-emissiezones en een luchtkwaliteitsplan komen voor heel vlaanderen en u moet ook de autosector aanpakken. want vlaanderen is verantwoordelijk voor alle autos die hier worden gekeurd en op de weg rijden en die te veel uitstoten en sjoemelsoftware bevatten. daar heeft vlaanderen nog niets voor gedaan. het is onze verantwoordelijkheid om die autos die hier zijn goedgekeurd en gehomologeerd terug te roepen, maar dat hebt u nog niet gedaan. dus zeggen dat u de autosector aanpakt, is absoluut nier waar. er is nog heel veel werk aan de winkel. <span style=""font-style:italic;"">(applaus bij groen en bij sp.a)"
"17",1069117,1070738,"ja, voorzitter, bedankt.u bent net naar de kapper geweest, zie ik? er was niet veel werk aan! (gelach)<collega&rsquo;s, ik ben blij uit de mond van de minister te horen dat wat we in vlaanderen doen met het verhaal van de plastic zakjes en het verbod, dat we daar koploper willen blijven. ik ben ook blij dat de minister van mening is dat wat we zelf doen, we meestal beter doen, dat we dus doorgaan op hetzelfde elan en dat we onze koppositie om het leefmilieu in vlaanderen te verbeteren, blijven hanteren.ik hoop dat ik daar niet meer op moet terugkomen in de plenaire vergadering, maar als het moet, moet het, en vandaag was het nodig. <span style=""font-style:italic;"">(applaus bij de n-va)"
"18",574329,575040,"we zijn volop bezig met die bijkomende borden. de ring en de assen rond gent zijn nu aangepakt. antwerpen is daarmee uitgerust. er wordt systematisch ge&iuml;nvesteerd in dergelijke borden. dat is niet nodig voor het hele vlaamse wegennet. bijvoorbeeld in limburg is dat niet nodig. daar is nooit te veel stof. in alle andere zones in vlaanderen staat er bij het begin van de zone al een dynamisch bord. die zijn dus al beschikbaar. alleen de bordjes aan de extra afritten moeten nu nog worden omgedraaid, maar daar wordt volop in ge&iuml;nvesteerd. mijnheer sanctorum, mevrouw de ridder, mijnheer sabbe, zoals ik bij de vorige vraag al stelde, werken we momenteel aan een drieluik. er is de kilometerheffing, de eigen inning van de verkeersbelasting en de vergroening van de autofiscaliteit. met dat pakket zit ik eigenlijk blijkbaar volledig op uw golflengte. de milieucomponent wordt mee in rekening gebracht bij de autofiscaliteit zoals die in de toekomst moet worden georganiseerd. ik ben zeer blij dat de oppositie de plannen van de vlaamse regering heel enthousiast zal steunen."
"19",522523,523162,"mevrouw de voorzitter, mijnheer de minister-president, dames ministers, in tegenstelling tot de heer daems heb ik niet getwijfeld aan wie ik mijn vraag wou stellen. ik wist dat ik de vraag moest stellen aan minister van brempt, omdat zij het afgelopen weekend belangrijke politieke uitspraken heeft gedaan waarover ik haar nu ter verantwoording kan en mag roepen. ik heb daarmee niet gewacht tot volgende week, omdat we dan misschien het debat van afgelopen weekend in een heel technisch en financieel verhaal zullen verdrinken.   collega's, ik denk dat mevrouw van brempt afgelopen weekend in dit dossier een aantal politiek belangrijke uitspraken heeft gedaan. voor de collega&#39;s die het dossier van de oosterweelverbinding niet goed kennen of die het niet volgen, wil ik nog &#233;&#233;n ding meegeven, historisch. er is altijd &#233;&#233;n partij geweest die zich van in het begin tegen het oosterweelverhaal heeft verzet en dat is mijn partij. al de rest was voor, ook de partij van de heer daems, ook de sp.a. er is zoiets als voortschrijdend inzicht, en dus neem ik het de heer daems niet kwalijk dat hij bekeerd is en dat hij nu inziet dat het hele project niet haalbaar en niet draaglijk is. en ik neem het ook mevrouw van brempt en de sp.a ook niet kwalijk wanneer ze op dit moment een bocht beginnen te nemen, want daar begint het stilaan op te lijken. de sp.a is in het oosterweeldebat een bocht aan het nemen en u, mevrouw de minister, hebt daar vorig weekend heel duidelijk uitdrukking aan gegeven.   niet alleen u, maar ook uw lokale collega&#39;s, in merksem de heer verstraelen en in deurne de heer geudens, en de linkerflank van uw partij, de heer de bruyn, zeggen dat het verhaal niet opgaat. (opmerkingen van de heer jan peumans)<  dat is een andere partij, dat zijn de amadezen en daarover gaan we nu niet spreken.   de sp.a heeft op dit moment een intern conflict. de linkervleugel van die partij is op dit moment het hele oosterweelverhaal - misschien terecht - in vraag aan het stellen, op basis van gegevens en argumenten die wij destijds, acht jaar geleden, al hebben aangehaald. een van de argumenten die nu naar voren komen, is dat van de volksgezondheid.   terecht zegt u, mevrouw de minister, dat we in deurne-noord, in merksem, rond het eilandje en mogelijk ook nog in burcht, zwijndrecht en ook in luchtbal, misschien een probleem hebben met de volksgezondheid, dat dat probleem belangrijk is en dat we alert moeten zijn. het siert u dat u dat als bestuursverantwoordelijke vandaag onder ogen durft te zien en op de publieke agenda durft te zetten.   maar knoopt u er dan ook politieke consequenties aan vast, want uw statements, uw uitspraken, mogen niet vrijblijvend blijven. als een deel van uw partij zegt het wegens de argumenten inzake volksgezondheid, het fijn stof met name, moeilijk te hebben met het hele project, doe daar dan ook iets mee! los geen schot voor de boeg, mevrouw de minister, maar blijf consequent. als u vreest dat de volksgezondheid in grote delen van het antwerpse in het gedrang komt, houd er dan politiek rekening mee, neem dan uw politieke verantwoordelijkheid en schaar u achter ons en de mensen die intussen het voortschrijdend inzicht hebben verworven. (applaus bij het vlaams belang)<"
"20",475540,475924,"mijnheer de minister, ik dank u voor het antwoord. drie jaar geleden stond in het emissiereductieprogramma dat de nox-heffing zou worden bestudeerd en dat bekeken zou worden wat het resultaat is.   u laat voorlopig nog niet in uw kaarten kijken, maar we zullen daar binnen enkele weken in de commissie op kunnen terugkomen.  wat betreft aquafin, had ik geen cijfers gevraagd, maar ik dank u vriendelijk voor de informatie die ik heb gekregen. tijdens de vorige legislatuur zijn de inspanningen voor rioleringen ook fors omhoog gekrikt. ik verwijs naar 2004, wat een absoluut topjaar was. ondanks de verhoogde investeringen, heb ik vragen bij het beleid dat aquafin voert. de voorbije zomer hebben op verschillende plaatsen weer mensen met natte voeten gezeten. we hebben te maken met overgedimensioneerde installaties en leidingen. we zien de waterkwaliteit niet echt vooruit gaan. we moeten ons vragen durven stellen over de keuze van aquafin, door u gesteund, en of het beleid dat in gang werd gezet in de jaren negentig, wel een goede keuze is geweest. de ecologische resultaatsverbintenis die zogenaamd in de beheersovereenkomst is opgenomen en die u hebt verlengd, wat ik trouwens betreur, stelt amper iets voor. de rwzi's, de rioolwaterzuiveringsinstallaties, moeten voldoen aan de normen, maar ze moeten voor de rest geen bepaald minimumrendement halen. ze krijgen enorm veel proper water, zeker bij zware regenval, maar bij het ecologische rendement van dat type van waterzuivering kunnen we vragen stellen.  ik heb geen antwoord gekregen op mijn vraag of u overweegt om de heffing op afvalverbranding af te schaffen en wat u vindt van het idee om voor grote infrastructuurprojecten een maatschappelijke kosten-batenanalyse te laten uitvoeren."
"21",1091346,1092727,"mijnheer sanctorum, ik begrijp uw vraag ook niet goed. uw vraag was misschien actueel een of twee jaar geleden, maar ze is nu helemaal achterhaald. misschien komt het omdat u niet meer de ondersteuning krijgt van een volwaardige fractie waardoor u een beetje in het politiek luchtledige terecht bent gekomen. <span style=""font-style:italic;"">(opmerkingen bij groen) de actie is volop bezig. de regering heeft met de klimaat- en energietop op 1 december zelf al aangegeven dat we een tandje moeten en zullen bijsteken om de doelstellingen in 2030 te halen. ook in de schoot van dit parlement hebben we, onder meer op uw initiatief, de klimaatcommissie opgericht en hebben we vele uren hoorzittingen achter de rug. we komen de komende dagen en weken met voorstellen, met een concreet voorstel van resolutie naar buiten. die zal het klimaatbeleid na 2020 mee vorm geven. ik roep u dan ook van harte op om daar uw steun aan te geven."
"22",1260214,1261221,"minister-president, kunt u dan misschien zeggen wanneer dit binnen de regering zal worden besproken? het stond al twee keer op de agenda van de regering, maar het is al twee keer uitgesteld. daarna stond het er zelfs niet meer op. ik neem aan dat het op een vrijdag zal zijn en dat die vrijdag waarschijnlijk na de verkiezingen zal vallen. voor ons is dat absoluut te laat.wat we kunnen lezen in de nota van de producenten  u hebt die ongetwijfeld ook gekregen  is dat sommige doelstellingen inderdaad vrij ambitieus zijn. tegen 2023 zullen we 90 procent van de drankverpakkingen recycleren. als je dan kijkt hoe ze dit willen bereiken, namelijk door een overlegplatform dat op zoek moet gaan naar innovatieve oplossingen of door de kwaliteit van de recyclage beter te monitoren, dan zult u mij niet zeggen dat we daarmee de drankverpakkingen met 90 procent zullen recycleren. ze hebben het ook over het terugdringen van het zwerfvuil. tegen 2022 willen ze het zwerfafval met een vijfde verminderen. dat wil zeggen dat er tegen 2022 nog vier vijfde zwerfafval zich in ons leefmilieu zal bevinden. als u daarmee tevreden bent, dan vind ik dat bijzonder mager. ik zou willen dat er een deftig afvalplan komt van de vlaamse regering, en liefst binnenkort. <span style=""font-style:italic;"">(applaus bij groen)"
"23",658824,660472,"minister, eind 2010 stond vlaanderen in rep en roer naar aanleiding van de massale overstromingen. nu blijkt uit een persartikel dat &eacute;&eacute;n jaar later het overleg in de regio van het zennebekken nog maar net werd opgestart. ik vind dat onbegrijpelijk. ik dacht dat u concrete afspraken had gemaakt in verband met het afvoeren en het bergen van het water komende uit walloni&euml;. nu begrijp ik dat het overlegcomit&eacute; daar totaal niet van op de hoogte was en dat de waterbeheerder zelfs niet aanwezig was op de vergadering. ik vind dat eerlijk gezegd onaanvaardbaar. hoe vaak is er nog overleg nodig om de overstromingsproblematiek in die regio daadwerkelijk aan te pakken?"
"24",855179,865794,"wij zien een regering die naar de hoogste versnelling is geschakeld, mijnheer sabbe. we zien ook concrete resultaten: de hervorming van de ecologiepremie, de strategische opleidings- en investeringssteun, de energiebeleidsovereenkomsten, de energieconvenanten met de energie-intensieve industrie, het bankenplan. dat neemt niet weg dat er natuurlijk nog wat werk op de plank ligt. onder andere inzake de omgevingsvergunning en op het vlak van het arbeidsmarktbeleid worden er nog volop stappen vooruit gezet. we rekenen erop de concrete resultaten hier nog dit jaar te kunnen bespreken in dit vlaams parlement."
"25",491256,491549,"mevrouw de voorzitter, in eerste instantie zou ik willen repliceren op wat de heer van rompuy heeft gezegd. hij pretendeerde dat het dossier de afgelopen jaren totaal mismanaged was. hij zei ook dat er voordien geen enkel probleem was.   ik wil hem er toch aan herinneren dat het probleem is begonnen op het moment dat toenmalig premier dehaene dhl naar zaventem heeft gehaald, een luchthaven in een ontzettend dichtbevolkt gebied. toen zijn de problemen begonnen. in 1999 sliepen de mensen van tervuren in hun kelder omdat ze het nachtlawaai gewoon niet meer konden verdragen.   tervuren viel op dat ogenblik buiten de kieskring van de heer van rompuy. ik kan mij voorstellen dat hij dat toen niet als een probleem beschouwde. voor ons was dat toen w&#233;l een probleem. de groenen hebben zich, toen ze in de regering zaten, dit probleem aangetrokken. zij hebben een oplossing voorgesteld die voor iedereen goed was, ongeacht of men nu in brussel, de oostrand of de noordrand woonde: een afbouw van de nachtvluchten. maar iedereen was daartegen. ook de cvp, die destijds in de oppositie zat, was daar radicaal tegen. premier verhofstadt heeft toen een studiereis naar schiphol gemaakt, en bij zijn terugkomst beval hij het concentratiemodel verder uit te werken. de gevolgen kennen we. ook daar - dat geef ik grif toe - hebben wij een fout gemaakt. maar hoe dan ook: we zitten op federaal vlak al vier jaar met een nieuwe regering, met allemaal ministers die elkaar verdrongen om te zeggen dat zij het probleem eens vlug zouden oplossen. ik herinner mij nog heel goed de acties die in de aanloop naar de verkiezingen van 2003 in de noordrand werden gevoerd.  het probleem is niet opgelost. integendeel, er zijn vandaag meer actiecomit&#233;s actief dan ooit tevoren.  mijnheer de minister, de vlaamse regering heeft een 'nieuw&#39; voorstel gedaan. in feite bevat het niet veel nieuws, tenminste als men door het laagje klatergroen kijkt waarmee het wordt gepresenteerd. u spreekt over een daling met 9.000 tot 16.000 nachtvluchten na het vertrek van dhl. maar het is helemaal geen daling tot 16.000, het is een toename tot 16.000. het referentiecijfer dat u moet hanteren als dhl verdwijnt, is niet 25.000. dat was het referentiecijfer toen de sky nog altijd de limit was met oneindig veel nachtvluchten. dat cijfer van 25.000 is er gekomen in die context. dat was voor mij en mijn partij nog altijd te veel, maar goed, dat was toen een compromis. nu is het referentiepunt het aantal nachtvluchten dat overblijft na het vertrek van dhl. als u nu zegt dat er 16.000 mogen zijn, laat u toe dat er nieuwe vrachtcarriers worden aangetrokken om het aantal nachtvluchten op te voeren tot 16.000, en dat terwijl u nu eindelijk eens een ideale gelegenheid hebt om de leefkwaliteit in en rond de luchthaven te herstellen. maar daar kiest u duidelijk niet voor.   u zegt ook dat we stillere vliegtuigen zullen invoeren tijdens de nacht. stillere vliegtuigen, dat hoor ik ook al zeer vele jaren. echt stille vliegtuigen, die de nachtrust niet verstoren, bestaan niet. en u zegt dat men voor de nacht een geluidsquotum van 8 niet mag overschrijden behalve voor 2.500 vluchten, die tot een geluidsquotum van 12 mogen gaan. op dit ogenblik zijn er 2.300 met dat geluidsquotum. dat betekent dat u eens te meer een toename van de geluidsdruk toelaat.   mijnheer de minister, dit is een handig verpakt voorstel, dat u waarschijnlijk samen met de federale minister landuyt hebt uitgewerkt, en dat er eens te meer op wijst dat u volop kiest voor een economische expansie van de luchthaven. de ecologische zorgen worden meegenomen in de marge, maar eerder als randverschijnsel: ze blijven hoe dan ook ondergeschikt aan de heilige koe van de economische groeidwang.   na al die jaren zou het voor iedereen moeten duidelijk zijn dat de enige oplossing erin bestaat dat men inziet dat nachtelijk vrachtverkeer op een luchthaven die midden in een zo dichtbevolkt gebied ligt, onverantwoord is. ik zal mij hier tot &#233;&#233;n vraag beperken want ik heb een interpellatievoorstel ingediend waarmee ik u over deze zaak nog een heleboel andere vragen wil stellen: hoe verantwoordt u, mijnheer de minister, dat er na het vertrek van dhl toch nog 16.000 nachtvluchten van op zaventem zullen mogelijk blijven? kom alsjeblieft niet zeggen dat dat al een daling is, neen, het referentiepunt is in deze omstandigheid niet 25.000 maar wel het aantal nachtvluchten dat na het vertrek van dhl overblijft. als u nu 16.000 vooropstelt, betekent dit een stijging. hoe verantwoordt u dat?"
